,valuation_date,code,final_score,score_name
202,2025-05-14,002478.SZ,1.0943416442622662,a1
203,2025-05-14,000818.SZ,1.091192459674461,a1
204,2025-05-14,002281.SZ,1.088043275086656,a1
205,2025-05-14,601066.SH,1.0848940904988509,a1
206,2025-05-14,002156.SZ,1.0817449059110458,a1
207,2025-05-14,600909.SH,1.0785957213232407,a1
208,2025-05-14,600783.SH,1.0754465367354356,a1
209,2025-05-14,002555.SZ,1.0722973521476304,a1
210,2025-05-14,300450.SZ,1.0691481675598253,a1
211,2025-05-14,002939.SZ,1.0659989829720204,a1
212,2025-05-14,002202.SZ,1.0628497983842153,a1
213,2025-05-14,300146.SZ,1.0597006137964102,a1
214,2025-05-14,000686.SZ,1.0565514292086051,a1
215,2025-05-14,002913.SZ,1.0534022446208,a1
216,2025-05-14,600056.SH,1.050253060032995,a1
217,2025-05-14,002044.SZ,1.0471038754451898,a1
218,2025-05-14,603939.SH,1.0439546908573847,a1
219,2025-05-14,300396.SZ,1.0408055062695798,a1
220,2025-05-14,300595.SZ,1.0376563216817747,a1
221,2025-05-14,000623.SZ,1.0345071370939696,a1
222,2025-05-14,603185.SH,1.0313579525061645,a1
223,2025-05-14,601949.SH,1.0282087679183594,a1
224,2025-05-14,002042.SZ,1.0250595833305542,a1
225,2025-05-14,002545.SZ,1.0219103987427491,a1
226,2025-05-14,002351.SZ,1.018761214154944,a1
227,2025-05-14,601456.SH,1.0156120295671391,a1
228,2025-05-14,600997.SH,1.012462844979334,a1
229,2025-05-14,601838.SH,1.009313660391529,a1
230,2025-05-14,002283.SZ,1.0061644758037238,a1
231,2025-05-14,002812.SZ,1.0030152912159187,a1
232,2025-05-14,601515.SH,0.9998661066281136,a1
233,2025-05-14,601990.SH,0.9967169220403086,a1
234,2025-05-14,600064.SH,0.9935677374525035,a1
235,2025-05-14,603444.SH,0.9904185528646984,a1
236,2025-05-14,600438.SH,0.9872693682768933,a1
237,2025-05-14,000029.SZ,0.9841201836890883,a1
238,2025-05-14,600846.SH,0.9809709991012832,a1
239,2025-05-14,600361.SH,0.977821814513478,a1
240,2025-05-14,600061.SH,0.9746726299256729,a1
241,2025-05-14,603486.SH,0.9715234453378679,a1
242,2025-05-14,600570.SH,0.9683742607500628,a1
243,2025-05-14,600517.SH,0.9652250761622577,a1
244,2025-05-14,603867.SH,0.9620758915744526,a1
245,2025-05-14,600710.SH,0.9589267069866476,a1
246,2025-05-14,600929.SH,0.9557775223988425,a1
247,2025-05-14,600460.SH,0.9526283378110374,a1
248,2025-05-14,600335.SH,0.9494791532232323,a1
249,2025-05-14,600351.SH,0.9463299686354273,a1
250,2025-05-14,600063.SH,0.9431807840476222,a1
251,2025-05-14,603357.SH,0.9400315994598171,a1
252,2025-05-14,600325.SH,0.936882414872012,a1
253,2025-05-14,000100.SZ,0.933733230284207,a1
254,2025-05-14,002585.SZ,0.9305840456964019,a1
255,2025-05-14,600219.SH,0.9274348611085967,a1
256,2025-05-14,300193.SZ,0.9242856765207916,a1
257,2025-05-14,002945.SZ,0.9211364919329865,a1
258,2025-05-14,603129.SH,0.9179873073451815,a1
259,2025-05-14,601233.SH,0.9148381227573764,a1
260,2025-05-14,603699.SH,0.9116889381695713,a1
261,2025-05-14,600066.SH,0.9085397535817662,a1
262,2025-05-14,600918.SH,0.9053905689939612,a1
263,2025-05-14,000719.SZ,0.9022413844061561,a1
264,2025-05-14,600039.SH,0.899092199818351,a1
265,2025-05-14,688032.SH,0.8959430152305459,a1
266,2025-05-14,603489.SH,0.8927938306427409,a1
267,2025-05-14,601390.SH,0.8896446460549358,a1
268,2025-05-14,601668.SH,0.8864954614671307,a1
269,2025-05-14,002558.SZ,0.8833462768793255,a1
270,2025-05-14,300019.SZ,0.8801970922915205,a1
271,2025-05-14,600742.SH,0.8770479077037154,a1
272,2025-05-14,600284.SH,0.8738987231159103,a1
273,2025-05-14,002407.SZ,0.8707495385281052,a1
274,2025-05-14,002176.SZ,0.8676003539403002,a1
275,2025-05-14,002709.SZ,0.8644511693524951,a1
276,2025-05-14,002832.SZ,0.86130198476469,a1
277,2025-05-14,601328.SH,0.8581528001768849,a1
278,2025-05-14,601658.SH,0.8550036155890799,a1
279,2025-05-14,000999.SZ,0.8518544310012748,a1
280,2025-05-14,300054.SZ,0.8487052464134697,a1
281,2025-05-14,000900.SZ,0.8455560618256646,a1
282,2025-05-14,000301.SZ,0.8424068772378596,a1
283,2025-05-14,601136.SH,0.8392576926500545,a1
284,2025-05-14,002466.SZ,0.8361085080622493,a1
285,2025-05-14,600699.SH,0.8329593234744442,a1
286,2025-05-14,300303.SZ,0.8298101388866392,a1
287,2025-05-14,002540.SZ,0.8266609542988341,a1
288,2025-05-14,601108.SH,0.823511769711029,a1
289,2025-05-14,002061.SZ,0.8203625851232239,a1
290,2025-05-14,300390.SZ,0.8172134005354189,a1
291,2025-05-14,000090.SZ,0.8140642159476138,a1
292,2025-05-14,002518.SZ,0.8109150313598087,a1
293,2025-05-14,300382.SZ,0.8077658467720036,a1
294,2025-05-14,300735.SZ,0.8046166621841986,a1
295,2025-05-14,003035.SZ,0.8014674775963935,a1
296,2025-05-14,000156.SZ,0.7983182930085884,a1
297,2025-05-14,603160.SH,0.7951691084207833,a1
298,2025-05-14,601169.SH,0.7920199238329783,a1
299,2025-05-14,002206.SZ,0.7888707392451731,a1
300,2025-05-14,601665.SH,0.785721554657368,a1
301,2025-05-14,000581.SZ,0.7825723700695629,a1
302,2025-05-14,000096.SZ,0.7794231854817578,a1
303,2025-05-14,600977.SH,0.7762740008939528,a1
304,2025-05-14,002057.SZ,0.7731248163061477,a1
305,2025-05-14,601377.SH,0.7699756317183426,a1
306,2025-05-14,688739.SH,0.7668264471305375,a1
307,2025-05-14,000012.SZ,0.7636772625427325,a1
308,2025-05-14,601988.SH,0.7605280779549274,a1
309,2025-05-14,601865.SH,0.7573788933671223,a1
310,2025-05-14,605499.SH,0.7542297087793172,a1
311,2025-05-14,002035.SZ,0.7510805241915122,a1
312,2025-05-14,601577.SH,0.7479313396037071,a1
313,2025-05-14,000002.SZ,0.744782155015902,a1
314,2025-05-14,688082.SH,0.7416329704280968,a1
315,2025-05-14,300001.SZ,0.7384837858402918,a1
316,2025-05-14,601788.SH,0.7353346012524867,a1
317,2025-05-14,002738.SZ,0.7321854166646816,a1
318,2025-05-14,603650.SH,0.7290362320768765,a1
319,2025-05-14,000933.SZ,0.7258870474890715,a1
320,2025-05-14,600958.SH,0.7227378629012664,a1
321,2025-05-14,002698.SZ,0.7195886783134613,a1
322,2025-05-14,002572.SZ,0.7164394937256562,a1
323,2025-05-14,002240.SZ,0.7132903091378512,a1
324,2025-05-14,600643.SH,0.7101411245500461,a1
325,2025-05-14,600256.SH,0.706991939962241,a1
326,2025-05-14,601006.SH,0.7038427553744359,a1
327,2025-05-14,601877.SH,0.7006935707866309,a1
328,2025-05-14,600779.SH,0.6975443861988257,a1
329,2025-05-14,600908.SH,0.6943952016110206,a1
330,2025-05-14,603816.SH,0.6912460170232155,a1
331,2025-05-14,600036.SH,0.6880968324354105,a1
332,2025-05-14,601163.SH,0.6849476478476054,a1
333,2025-05-14,002500.SZ,0.6817984632598003,a1
334,2025-05-14,603055.SH,0.6786492786719952,a1
335,2025-05-14,601965.SH,0.6755000940841902,a1
336,2025-05-14,688520.SH,0.6723509094963851,a1
337,2025-05-14,688278.SH,0.66920172490858,a1
338,2025-05-14,600516.SH,0.6660525403207749,a1
339,2025-05-14,000650.SZ,0.6629033557329699,a1
340,2025-05-14,600176.SH,0.6597541711451648,a1
341,2025-05-14,000155.SZ,0.6566049865573597,a1
342,2025-05-14,002429.SZ,0.6534558019695546,a1
343,2025-05-14,300919.SZ,0.6503066173817496,a1
344,2025-05-14,601186.SH,0.6471574327939444,a1
345,2025-05-14,600062.SH,0.6440082482061393,a1
346,2025-05-14,601360.SH,0.6408590636183342,a1
347,2025-05-14,601319.SH,0.6377098790305291,a1
348,2025-05-14,300088.SZ,0.6345606944427241,a1
349,2025-05-14,601137.SH,0.631411509854919,a1
350,2025-05-14,601528.SH,0.6282623252671139,a1
351,2025-05-14,600637.SH,0.6251131406793088,a1
352,2025-05-14,600211.SH,0.6219639560915038,a1
353,2025-05-14,600037.SH,0.6188147715036987,a1
354,2025-05-14,600531.SH,0.6156655869158936,a1
355,2025-05-14,000937.SZ,0.6125164023280885,a1
356,2025-05-14,002233.SZ,0.6093672177402835,a1
357,2025-05-14,002624.SZ,0.6062180331524784,a1
358,2025-05-14,600123.SH,0.6030688485646732,a1
359,2025-05-14,603323.SH,0.5999196639768681,a1
360,2025-05-14,002867.SZ,0.5967704793890631,a1
361,2025-05-14,688009.SH,0.593621294801258,a1
362,2025-05-14,603360.SH,0.5904721102134529,a1
363,2025-05-14,600352.SH,0.5873229256256478,a1
364,2025-05-14,688349.SH,0.5841737410378428,a1
365,2025-05-14,600732.SH,0.5810245564500377,a1
366,2025-05-14,688303.SH,0.5778753718622326,a1
367,2025-05-14,600563.SH,0.5747261872744275,a1
368,2025-05-14,600016.SH,0.5715770026866225,a1
369,2025-05-14,002465.SZ,0.5684278180988174,a1
370,2025-05-14,002056.SZ,0.5652786335110123,a1
371,2025-05-14,000601.SZ,0.5621294489232072,a1
372,2025-05-14,002439.SZ,0.5589802643354022,a1
373,2025-05-14,000591.SZ,0.555831079747597,a1
374,2025-05-14,601211.SH,0.5526818951597919,a1
375,2025-05-14,600586.SH,0.5495327105719868,a1
376,2025-05-14,603369.SH,0.5463835259841818,a1
377,2025-05-14,601997.SH,0.5432343413963767,a1
378,2025-05-14,603383.SH,0.5400851568085716,a1
379,2025-05-14,601818.SH,0.5369359722207665,a1
380,2025-05-14,603801.SH,0.5337867876329615,a1
381,2025-05-14,600707.SH,0.5306376030451564,a1
382,2025-05-14,600346.SH,0.5274884184573513,a1
383,2025-05-14,601696.SH,0.5243392338695462,a1
384,2025-05-14,600713.SH,0.5211900492817412,a1
385,2025-05-14,603379.SH,0.5180408646939361,a1
386,2025-05-14,600328.SH,0.514891680106131,a1
387,2025-05-14,600197.SH,0.5117424955183258,a1
